Job Name , Company Name , Job Date , Job Tech, ,  
Senior Frontend Developer, Horisen Solutions d.o.o.,  Senior Linux JavaScript CSS HTML5 ... Senior Linux JavaScript CSS HTML5 AngularJS Git Docker REST SASS Programiranje  
, https://poslovi.infostud.com/posao/Senior-Frontend-Developer/Horisen-Solutions-doo/383453?esource=search&emedium=1&item_index=19 
, 04.10.2021. 
Frontend Developer, Helium 10 d.o.o.,  CSS HTML Angular Git Programiranje ... CSS HTML Angular Git Programiranje TypeScript React  
, https://poslovi.infostud.com/posao/Frontend-Developer/Helium-10-doo/383389?esource=search&emedium=1&item_index=20 
, 03.10.2021. 
Frontend Developer, Typeqast Nederland B.V.,  200.000 - 500.000 RSD (mesečna plata) JavaScript CSS HTML Angular Git ... JavaScript CSS HTML Angular Git Programiranje Vue.js Agile React  
, https://poslovi.infostud.com/posao/Frontend-Developer/Typeqast-Nederland-BV/382891?esource=search&emedium=1&item_index=21 
, 02.10.2021. 
Front-end Web Developer (HTML, CSS), Computer Rock,  JavaScript CSS HTML jQuery HTML5 ... JavaScript CSS HTML jQuery HTML5 Git CSS3 Programiranje  
, https://poslovi.infostud.com/posao/Front-end-Web-Developer-HTML-CSS/Computer-Rock/382079?esource=search&emedium=1&item_index=22 
, 29.09.2021. 
